06/15-08:19:59.251808  [**] [1:2003626:9] ET MALWARE Double User-Agent (User-Agent User-Agent) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.57.10:1045 -> 37.157.255.194:80
05/27-04:39:04.215657  [**] [1:2014892:3] ET CURRENT_EVENTS RedKit - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 178.162.170.180:80 -> 192.168.42.10:1048
05/02-07:39:15.910733  [**] [1:2017637:1] ET INFO Java File Sent With X-Powered By HTTP Header - Common In Exploit Kits [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 94.75.213.155:80 -> 192.168.58.10:1044
05/02-07:39:22.236197  [**] [1:2003626:9] ET MALWARE Double User-Agent (User-Agent User-Agent) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.58.10:1063 -> 94.75.213.155:80
05/02-07:39:48.156795  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.58.10:1093 -> 94.242.250.64:53
07/28-04:04:06.671987  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.116.10:1062 -> 83.133.123.20:53
10/21-15:50:06.451164  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 119.204.209.70:53 -> 192.168.87.10:1047
07/14-00:37:21.796181  [**] [1:2017639:2] ET INFO JAR Size Under 30K Size - Potentially Hostile [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 37.157.255.51:80 -> 192.168.12.10:1039
11/20-20:57:55.461281  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.10.10:1046 -> 239.255.255.250:1900
10/08-21:09:57.644437  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 69.167.130.48:80 -> 192.168.95.10:1312
11/10-21:49:30.031801  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.38.10:1052 -> 178.18.87.141:80
11/10-21:49:31.424507  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.38.10:1052 -> 178.18.87.141:80
11/10-21:49:31.721392  [**] [1:2229:4] WEB-PHP viewtopic.php access [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.38.10:1052 -> 178.18.87.141:80
05/17-14:06:58.264032  [**] [1:2016360:1] ET INFO JAVA - ClassID [**] [Classification: Misc activity] [Priority: 3] {TCP} 178.238.138.60:80 -> 192.168.17.10:1097
06/09-16:59:51.335848  [**] [1:2014851:1] ET CURRENT_EVENTS Sakura Exploit Kit Version 1.1 Archive Request [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.26.10:1083 -> 37.59.136.60:80
09/01-11:38:31.855196  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 74.125.229.46:80 -> 192.168.23.10:1036
07/08-23:33:48.619551  [**] [1:2003626:9] ET MALWARE Double User-Agent (User-Agent User-Agent) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.72.10:1039 -> 95.168.187.211:80
07/04-05:12:04.289712  [**] [1:2015483:2] ET INFO Java .jar request to dotted-quad domain [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.119.10:1042 -> 178.162.167.135:80
11/03-20:58:14.653555  [**] [1:2014819:1] ET INFO Packed Executable Download [**] [Classification: Misc activity] [Priority: 3] {TCP} 67.227.204.203:80 -> 192.168.64.10:1050
02/26-13:52:31.134315  [**] [1:2018234:1] ET INFO JAR Sent Claiming To Be Text Content - Likely Exploit Kit [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 5.104.224.60:80 -> 192.168.105.10:1057
02/26-13:52:32.896914  [**] [1:2014819:1] ET INFO Packed Executable Download [**] [Classification: Misc activity] [Priority: 3] {TCP} 5.104.224.60:80 -> 192.168.105.10:1057
07/18-20:42:37.377948  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.11.10:1061 -> 83.133.123.20:53
06/24-23:38:38.035991  [**] [1:2013036:2] ET TROJAN Java EXE Download by Vulnerable Version - Likely Driveby [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 37.59.91.49:80 -> 192.168.54.10:1080
11/27-23:54:41.444136  [**] [1:2015979:1] ET CURRENT_EVENTS CritXPack - Landing Page [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 62.76.184.238:80 -> 192.168.103.10:1064
11/27-23:54:44.007146  [**] [1:2014473:2] ET INFO JAVA - Java Archive Download By Vulnerable Client [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 62.76.184.238:80 -> 192.168.103.10:1068
08/01-07:59:39.372045  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
06/06-15:40:17.642159  [**] [1:2018275:8] ET TROJAN Linux/Onimiki DNS trojan activity long format (Outbound) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.77.10:1029 -> 4.2.2.3:53
08/31-13:37:54.662437  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 158.255.6.115:80 -> 192.168.85.10:1052
04/06-20:58:26.458457  [**] [1:2014332:2] ET POLICY Coral Web Proxy/Content Distribution Net Use [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.31.10:1305 -> 72.36.112.74:80
11/13-21:29:47.656436  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.54.10:1071 -> 194.165.17.3:53
11/08-16:07:30.535049  [**] [1:2013666:6] ET CURRENT_EVENTS Likely Blackhole Exploit Kit Driveby ?page Download Secondary Request [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.17.10:1032 -> 79.137.226.91:80
02/24-23:08:48.791245  [**] [1:2012169:10] ET TROJAN Potential Blackhole Exploit Pack Binary Load Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.65.10:1045 -> 83.69.236.17:80
01/27-01:19:35.494769  [**] [1:2015487:7] ET CURRENT_EVENTS Blackhole Java Exploit Recent Jar (2) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.106.10:1042 -> 64.34.154.74:80
06/20-16:29:21.425228  [**] [1:2013036:2] ET TROJAN Java EXE Download by Vulnerable Version - Likely Driveby [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 83.69.233.14:80 -> 192.168.101.10:1044
07/11-10:12:30.366741  [**] [1:556:5] P2P Outbound GNUTella client request [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.58.10:1077 -> 90.58.243.251:6346
12/19-15:20:17.372293  [**] [1:2014562:4] ET TROJAN Pony Downloader HTTP Library MSIE 5 Win98 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.61.10:1057 -> 79.98.28.10:80
05/25-06:11:16.785678  [**] [1:2012811:2] ET DNS DNS Query to a .tk domain - Likely Hostile [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 192.168.117.10:1029 -> 4.2.2.3:53
05/25-06:11:43.521147  [**] [1:2016970:3] ET CURRENT_EVENTS Karagany encrypted binary (3) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 188.72.248.219:80 -> 192.168.117.10:1050
06/24-23:22:15.895140  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 199.27.79.166:80 -> 192.168.43.10:1349
06/24-23:23:39.364589  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.43.10:1815 -> 68.67.128.57:80
06/24-23:23:40.944634  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.43.10:1815 -> 68.67.128.57:80
06/24-23:23:48.812335  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.43.10:1815 -> 68.67.128.57:80
06/24-23:23:51.602516  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.43.10:1815 -> 68.67.128.57:80
04/20-23:27:02.100315  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
02/07-17:35:52.402256  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 188.127.228.44:80 -> 192.168.70.10:1041
08/08-00:14:14.984701  [**] [1:2015482:8] ET TROJAN ZeroAccess Outbound udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.26.10:1070 -> 79.251.254.254:16464
03/07-03:42:31.096189  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 68.67.159.196:80 -> 192.168.80.10:1073
01/07-00:35:06.334901  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 74.125.229.73:80 -> 192.168.25.10:1040
09/02-05:40:22.077012  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.48.10:1057 -> 89.208.141.137:80
06/05-23:36:58.136534  [**] [1:254:4] DNS SPOOF query response with TTL of 1 min. and no authority [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 4.2.2.3:53 -> 192.168.54.10:1040
06/12-16:12:08.905262  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.44.10:1059 -> 37.157.255.156:80
12/22-21:29:21.078948  [**] [1:2013036:2] ET TROJAN Java EXE Download by Vulnerable Version - Likely Driveby [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 142.0.37.60:80 -> 192.168.41.10:1058
06/28-23:26:07.297654  [**] [1:2012169:10] ET TROJAN Potential Blackhole Exploit Pack Binary Load Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.46.10:1033 -> 194.50.116.64:80
12/02-11:28:20.326893  [**] [1:2014751:6] ET CURRENT_EVENTS Nuclear/Safe/CritX/FlashPack - Java Request - 32char hex-ascii [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.25.10:1049 -> 91.217.153.97:80
05/06-15:28:18.685821  [**] [1:2009897:6] ET MALWARE Possible Windows executable sent when remote host claims to send html content [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 37.59.198.59:80 -> 192.168.50.10:1268
12/01-14:00:25.022704  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 72.51.39.170:80 -> 192.168.74.10:1293
10/19-10:12:30.588881  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.102.10:1064 -> 66.85.130.234:53
10/19-10:12:41.002184  [**] [1:2017554:1] ET CURRENT_EVENTS BHEK Payload Download (java only alternate method may overlap with 2017454) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.102.10:1082 -> 93.170.128.215:80
05/20-13:33:10.511740  [**] [1:2012810:8] ET POLICY HTTP Request to a *.tk domain [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.38.10:1053 -> 178.162.170.55:80
05/23-13:37:13.377564  [**] [1:2011582:38] ET POLICY Vulnerable Java Version 1.6.x Detected [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.62.10:1060 -> 178.162.167.31:80
05/23-13:37:34.153935  [**] [1:2014264:5] ET POLICY IP Geo Location Request [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.62.10:1064 -> 208.91.207.10:80
05/29-13:31:09.882666  [**] [1:2011582:38] ET POLICY Vulnerable Java Version 1.6.x Detected [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.111.10:1045 -> 178.162.170.186:80
06/03-13:30:49.785116  [**] [1:2014415:3] ET CURRENT_EVENTS Blackhole Exploit Kit JavaScript dotted quad hostile applet [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 89.149.226.216:80 -> 192.168.102.10:1044
06/03-13:31:11.976106  [**] [1:2014230:4] ET TROJAN Karagany/Kazy Obfuscated Payload Download [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 89.149.226.216:80 -> 192.168.102.10:1052
04/26-15:11:51.776966  [**] [1:2017694:4] ET CURRENT_EVENTS Possible Magnitude IE EK Payload Nov 8 2013 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.22.10:1167 -> 67.196.3.79:80
08/09-23:21:47.362503  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.22.10:1051 -> 66.85.130.234:53
07/30-20:07:38.092883  [**] [1:2003626:9] ET MALWARE Double User-Agent (User-Agent User-Agent) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.111.10:1045 -> 31.186.169.4:80
07/04-16:54:02.982904  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 156.154.70.1:53 -> 192.168.80.10:1168
07/04-16:54:03.895052  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 156.154.70.1:53 -> 192.168.80.10:1336
07/04-16:54:05.908418  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 156.154.70.1:53 -> 192.168.80.10:1728
07/04-16:54:06.095950  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 156.154.70.1:53 -> 192.168.80.10:1782
07/04-16:54:10.467602  [**] [1:2016104:3] ET TROJAN DNS Reply for unallocated address space - Potentially Malicious 1.1.1.0/24 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 109.230.217.44:53 -> 192.168.80.10:1858
07/04-16:54:20.268247  [**] [1:2016104:3] ET TROJAN DNS Reply for unallocated address space - Potentially Malicious 1.1.1.0/24 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 109.230.217.44:53 -> 192.168.80.10:1924
06/12-18:27:38.498625  [**] [1:2012810:8] ET POLICY HTTP Request to a *.tk domain [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.45.10:1054 -> 37.157.255.155:80
01/18-23:12:55.861758  [**] [1:2014154:3] ET CURRENT_EVENTS DRIVEBY PDF Containing Subform with JavaScript [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 31.7.62.154:80 -> 192.168.16.10:1048
12/22-22:17:11.961095  [**] [1:2014726:59] ET POLICY Outdated Windows Flash Version IE [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.87.10:1040 -> 63.148.207.156:80
09/08-14:00:32.616028  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.84.10:1102 -> 194.165.17.4:53
09/08-14:16:45.952947  [**] [1:402:7] ICMP Destination Unreachable Port Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 194.31.48.2 -> 192.168.84.10
09/08-14:18:21.630349  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.84.10:1487 -> 216.39.55.12:80
09/08-14:18:22.145420  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.84.10:1524 -> 54.213.12.49:80
09/08-14:21:36.192324  [**] [1:402:7] ICMP Destination Unreachable Port Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 188.135.227.248 -> 192.168.84.10
09/08-14:24:12.555975  [**] [1:2012694:4] ET POLICY request to .xxx TLD [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.84.10:2752 -> 77.92.78.114:80
12/23-17:15:53.352057  [**] [1:2019416:3] ET POLICY SSLv3 outbound connection from client vulnerable to POODLE attack [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 74.121.142.248:443 -> 192.168.100.10:1061
12/24-17:10:28.854564  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 173.194.37.65:80 -> 192.168.9.10:1066
12/26-18:09:12.573025  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 193.57.219.36:80 -> 192.168.91.10:1036
03/08-17:47:11.567580  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 193.57.244.36:80 -> 192.168.89.10:1032
05/31-19:27:28.406858  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.18.10:1047 -> 188.72.248.168:80
03/10-01:42:11.140868  [**] [1:2015989:1] ET CURRENT_EVENTS RedKit - Potential Java Exploit Requested - 3 digit jar [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.74.10:1040 -> 50.63.76.1:80
12/26-14:01:32.345317  [**] [1:2016300:3] ET TROJAN Simda.C Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.26.10:1084 -> 91.121.12.201:80
06/01-23:44:22.454628  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.103.10:1035 -> 239.255.255.250:1900
05/22-23:41:37.845544  [**] [1:2014230:4] ET TROJAN Karagany/Kazy Obfuscated Payload Download [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 178.162.170.65:80 -> 192.168.18.10:1038
11/10-19:19:47.789898  [**] [1:2013685:1] ET TROJAN ZeroAccess/Max++ Rootkit C&C Activity 1 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.114.10:1074 -> 193.105.154.210:80
12/31-16:22:56.024240  [**] [1:2018815:1] ET INFO DYNAMIC_DNS HTTP Request to *.kwik.to Domain (Sitelutions) [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.96.10:1047 -> 79.133.196.110:80
09/07-11:59:57.505374  [**] [1:2014891:2] ET CURRENT_EVENTS RedKit - Java Exploit Requested - 5 digit jar [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.102.10:1038 -> 205.134.250.170:80
05/25-17:59:09.210149  [**] [1:2017637:1] ET INFO Java File Sent With X-Powered By HTTP Header - Common In Exploit Kits [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 79.133.196.114:80 -> 192.168.46.10:1115
06/25-01:17:38.513838  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 152.163.13.6:80 -> 192.168.37.10:1111
06/25-01:17:41.319070  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.37.10:1188 -> 204.2.166.98:80
06/25-01:17:42.764866  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 173.192.211.146:80 -> 192.168.37.10:1263
